words,frequency,Sentiment,Category
version,3,Neutral,BUSINESS
ago,3,Neutral,BUSINESS
scroll,3,Neutral,BUSINESS
device,3,Neutral,BUSINESS
satisfactory,3,Neutral,BUSINESS
cv,3,Neutral,BUSINESS
picture,3,Neutral,BUSINESS
almost,3,Neutral,BUSINESS
never,3,Neutral,BUSINESS
select,3,Neutral,BUSINESS
improve,3,Neutral,BUSINESS
campaign,3,Neutral,BUSINESS
couple,3,Neutral,BUSINESS
add,3,Neutral,BUSINESS
looking,3,Neutral,BUSINESS
would,3,Neutral,BUSINESS
crashing,3,Neutral,BUSINESS
already,3,Neutral,BUSINESS
created,3,Neutral,BUSINESS
using,3,Neutral,BUSINESS
starting,3,Neutral,BUSINESS
message,3,Neutral,BUSINESS
chose,3,Neutral,BUSINESS
anything,3,Neutral,BUSINESS
spinning,3,Neutral,BUSINESS
loading,3,Neutral,BUSINESS
circle,3,Neutral,BUSINESS
happens,3,Neutral,BUSINESS
visible,3,Neutral,BUSINESS
kindly,3,Neutral,BUSINESS
different,3,Neutral,BUSINESS
location,3,Neutral,BUSINESS
type,3,Neutral,BUSINESS
sofa,3,Neutral,BUSINESS
mattress,3,Neutral,BUSINESS
repairing,3,Neutral,BUSINESS
manfishing,3,Neutral,BUSINESS
khandaker,3,Neutral,BUSINESS
pharmacy,3,Neutral,BUSINESS
gin,3,Neutral,BUSINESS
functioning,3,Neutral,BUSINESS
map,3,Neutral,BUSINESS
awsm,3,Neutral,BUSINESS
tnx,3,Neutral,BUSINESS
eight,3,Neutral,BUSINESS
server,3,Neutral,BUSINESS
views,2,Neutral,BUSINESS
web,2,Neutral,BUSINESS
vadodara,2,Neutral,BUSINESS
trainingcould,2,Neutral,BUSINESS
arrangements,2,Neutral,BUSINESS
helped,2,Neutral,BUSINESS
next,2,Neutral,BUSINESS
good,40,Positive,MAPS_AND_NAVIGATION
great,18,Positive,MAPS_AND_NAVIGATION
time,14,Positive,MAPS_AND_NAVIGATION
nice,13,Positive,MAPS_AND_NAVIGATION
navigation,13,Positive,MAPS_AND_NAVIGATION
easy,11,Positive,MAPS_AND_NAVIGATION
update,11,Positive,MAPS_AND_NAVIGATION
route,11,Positive,MAPS_AND_NAVIGATION
like,10,Positive,MAPS_AND_NAVIGATION
use,9,Positive,MAPS_AND_NAVIGATION
best,9,Positive,MAPS_AND_NAVIGATION
free,8,Positive,MAPS_AND_NAVIGATION
map,7,Positive,MAPS_AND_NAVIGATION
sometimes,7,Positive,MAPS_AND_NAVIGATION
even,7,Positive,MAPS_AND_NAVIGATION
would,7,Positive,MAPS_AND_NAVIGATION
using,7,Positive,MAPS_AND_NAVIGATION
better,7,Positive,MAPS_AND_NAVIGATION
gps,7,Positive,MAPS_AND_NAVIGATION
speed,7,Positive,MAPS_AND_NAVIGATION
useful,7,Positive,MAPS_AND_NAVIGATION
ship,7,Positive,MAPS_AND_NAVIGATION
know,6,Positive,MAPS_AND_NAVIGATION
live,6,Positive,MAPS_AND_NAVIGATION
maps,6,Positive,MAPS_AND_NAVIGATION
see,6,Positive,MAPS_AND_NAVIGATION
shows,6,Positive,MAPS_AND_NAVIGATION
ads,6,Positive,MAPS_AND_NAVIGATION
area,5,Positive,MAPS_AND_NAVIGATION
altitude,5,Positive,MAPS_AND_NAVIGATION
also,5,Positive,MAPS_AND_NAVIGATION
well,5,Positive,MAPS_AND_NAVIGATION
ok,5,Positive,MAPS_AND_NAVIGATION
working,5,Positive,MAPS_AND_NAVIGATION
find,5,Positive,MAPS_AND_NAVIGATION
love,5,Positive,MAPS_AND_NAVIGATION
show,5,Positive,MAPS_AND_NAVIGATION
able,5,Positive,MAPS_AND_NAVIGATION
track,5,Positive,MAPS_AND_NAVIGATION
day,5,Positive,MAPS_AND_NAVIGATION
screen,5,Positive,MAPS_AND_NAVIGATION
work,5,Positive,MAPS_AND_NAVIGATION
current,5,Positive,MAPS_AND_NAVIGATION
need,5,Positive,MAPS_AND_NAVIGATION
ships,5,Positive,MAPS_AND_NAVIGATION
aircraft,4,Positive,MAPS_AND_NAVIGATION
flying,4,Positive,MAPS_AND_NAVIGATION
much,4,Positive,MAPS_AND_NAVIGATION
flight,4,Positive,MAPS_AND_NAVIGATION
accurate,4,Positive,MAPS_AND_NAVIGATION
every,4,Positive,MAPS_AND_NAVIGATION
planes,4,Positive,MAPS_AND_NAVIGATION
heading,4,Positive,MAPS_AND_NAVIGATION
real,4,Positive,MAPS_AND_NAVIGATION
3d,4,Positive,MAPS_AND_NAVIGATION
function,4,Positive,MAPS_AND_NAVIGATION
google,4,Positive,MAPS_AND_NAVIGATION
right,4,Positive,MAPS_AND_NAVIGATION
many,4,Positive,MAPS_AND_NAVIGATION
routes,4,Positive,MAPS_AND_NAVIGATION
used,4,Positive,MAPS_AND_NAVIGATION
last,4,Positive,MAPS_AND_NAVIGATION
near,4,Positive,MAPS_AND_NAVIGATION
however,4,Positive,MAPS_AND_NAVIGATION
location,4,Positive,MAPS_AND_NAVIGATION
model,4,Positive,MAPS_AND_NAVIGATION
thank,4,Positive,MAPS_AND_NAVIGATION
version,4,Positive,MAPS_AND_NAVIGATION
buy,4,Positive,MAPS_AND_NAVIGATION
vessels,4,Positive,MAPS_AND_NAVIGATION
planning,4,Positive,MAPS_AND_NAVIGATION
always,3,Positive,MAPS_AND_NAVIGATION
follow,3,Positive,MAPS_AND_NAVIGATION
across,3,Positive,MAPS_AND_NAVIGATION
everything,3,Positive,MAPS_AND_NAVIGATION
quick,3,Positive,MAPS_AND_NAVIGATION
fun,3,Positive,MAPS_AND_NAVIGATION
search,3,Positive,MAPS_AND_NAVIGATION
keeps,3,Positive,MAPS_AND_NAVIGATION
excellent,3,Positive,MAPS_AND_NAVIGATION
first,3,Positive,MAPS_AND_NAVIGATION
fine,3,Positive,MAPS_AND_NAVIGATION
driving,3,Positive,MAPS_AND_NAVIGATION
download,3,Positive,MAPS_AND_NAVIGATION
fast,3,Positive,MAPS_AND_NAVIGATION
atlantic,3,Positive,MAPS_AND_NAVIGATION
old,3,Positive,MAPS_AND_NAVIGATION
problem,3,Positive,MAPS_AND_NAVIGATION
program,3,Positive,MAPS_AND_NAVIGATION
position,3,Positive,MAPS_AND_NAVIGATION
start,3,Positive,MAPS_AND_NAVIGATION
apps,3,Positive,MAPS_AND_NAVIGATION
timetables,3,Positive,MAPS_AND_NAVIGATION
stop,3,Positive,MAPS_AND_NAVIGATION
application,3,Positive,MAPS_AND_NAVIGATION
since,3,Positive,MAPS_AND_NAVIGATION
can't,3,Positive,MAPS_AND_NAVIGATION
offline,3,Positive,MAPS_AND_NAVIGATION
says,3,Positive,MAPS_AND_NAVIGATION
boat,3,Positive,MAPS_AND_NAVIGATION
handy,3,Positive,MAPS_AND_NAVIGATION
comes,3,Positive,MAPS_AND_NAVIGATION
works,3,Positive,MAPS_AND_NAVIGATION
options,3,Positive,MAPS_AND_NAVIGATION
car,3,Positive,MAPS_AND_NAVIGATION
calculation,3,Positive,MAPS_AND_NAVIGATION
nav,3,Positive,MAPS_AND_NAVIGATION
little,2,Positive,MAPS_AND_NAVIGATION
plane,2,Positive,MAPS_AND_NAVIGATION
mode,2,Positive,MAPS_AND_NAVIGATION
else,2,Positive,MAPS_AND_NAVIGATION
visible,2,Positive,MAPS_AND_NAVIGATION
lot,2,Positive,MAPS_AND_NAVIGATION
though,2,Positive,MAPS_AND_NAVIGATION
needs,2,Positive,MAPS_AND_NAVIGATION
colour,2,Positive,MAPS_AND_NAVIGATION
move,2,Positive,MAPS_AND_NAVIGATION
bit,2,Positive,MAPS_AND_NAVIGATION
longer,2,Positive,MAPS_AND_NAVIGATION
view,2,Positive,MAPS_AND_NAVIGATION
seen,2,Positive,MAPS_AND_NAVIGATION
kind,2,Positive,MAPS_AND_NAVIGATION
people,2,Positive,MAPS_AND_NAVIGATION
thing,2,Positive,MAPS_AND_NAVIGATION
going,2,Positive,MAPS_AND_NAVIGATION
informed,2,Positive,MAPS_AND_NAVIGATION
arrivals,2,Positive,MAPS_AND_NAVIGATION
worked,2,Positive,MAPS_AND_NAVIGATION
next,2,Positive,MAPS_AND_NAVIGATION
limit,2,Positive,MAPS_AND_NAVIGATION
times,2,Positive,MAPS_AND_NAVIGATION
opening,2,Positive,MAPS_AND_NAVIGATION
guide,2,Positive,MAPS_AND_NAVIGATION
guidance,2,Positive,MAPS_AND_NAVIGATION
thanks,2,Positive,MAPS_AND_NAVIGATION
perfect,2,Positive,MAPS_AND_NAVIGATION
writing,2,Positive,MAPS_AND_NAVIGATION
fixed,2,Positive,MAPS_AND_NAVIGATION
station,2,Positive,MAPS_AND_NAVIGATION
applications,2,Positive,MAPS_AND_NAVIGATION
received,2,Positive,MAPS_AND_NAVIGATION
familiar,2,Positive,MAPS_AND_NAVIGATION
navi,2,Positive,MAPS_AND_NAVIGATION
gt;,2,Positive,MAPS_AND_NAVIGATION
route,5,Negative,MAPS_AND_NAVIGATION
time,4,Negative,MAPS_AND_NAVIGATION
google,4,Negative,MAPS_AND_NAVIGATION
play,4,Negative,MAPS_AND_NAVIGATION
work,4,Negative,MAPS_AND_NAVIGATION
screen,3,Negative,MAPS_AND_NAVIGATION
etc,3,Negative,MAPS_AND_NAVIGATION
last,3,Negative,MAPS_AND_NAVIGATION
cannot,3,Negative,MAPS_AND_NAVIGATION
services,3,Negative,MAPS_AND_NAVIGATION
got,3,Negative,MAPS_AND_NAVIGATION
showing,2,Negative,MAPS_AND_NAVIGATION
mode,2,Negative,MAPS_AND_NAVIGATION
stars,2,Negative,MAPS_AND_NAVIGATION
seems,2,Negative,MAPS_AND_NAVIGATION
like,2,Negative,MAPS_AND_NAVIGATION
times,2,Negative,MAPS_AND_NAVIGATION
update,2,Negative,MAPS_AND_NAVIGATION
thank,2,Negative,MAPS_AND_NAVIGATION
ads,2,Negative,MAPS_AND_NAVIGATION
used,2,Negative,MAPS_AND_NAVIGATION
badoo,2,Negative,MAPS_AND_NAVIGATION
shows,2,Negative,MAPS_AND_NAVIGATION
long,2,Negative,MAPS_AND_NAVIGATION
updating,2,Negative,MAPS_AND_NAVIGATION
pls,2,Negative,MAPS_AND_NAVIGATION
fix,2,Negative,MAPS_AND_NAVIGATION
every,2,Negative,MAPS_AND_NAVIGATION
day,2,Negative,MAPS_AND_NAVIGATION
slow,2,Negative,MAPS_AND_NAVIGATION
track,2,Negative,MAPS_AND_NAVIGATION
behind,2,Negative,MAPS_AND_NAVIGATION
often,2,Negative,MAPS_AND_NAVIGATION
black,2,Negative,MAPS_AND_NAVIGATION
dev,2,Negative,MAPS_AND_NAVIGATION
gps,2,Negative,MAPS_AND_NAVIGATION
worked,2,Negative,MAPS_AND_NAVIGATION
fine,2,Negative,MAPS_AND_NAVIGATION
bad,2,Negative,MAPS_AND_NAVIGATION
tolls,2,Negative,MAPS_AND_NAVIGATION
trying,2,Negative,MAPS_AND_NAVIGATION
take,2,Negative,MAPS_AND_NAVIGATION
waste,1,Negative,MAPS_AND_NAVIGATION
phone,1,Negative,MAPS_AND_NAVIGATION
memory,1,Negative,MAPS_AND_NAVIGATION
map,1,Negative,MAPS_AND_NAVIGATION
visible,1,Negative,MAPS_AND_NAVIGATION
air,1,Negative,MAPS_AND_NAVIGATION
traffic,1,Negative,MAPS_AND_NAVIGATION
ever,1,Negative,MAPS_AND_NAVIGATION
unstable,1,Negative,MAPS_AND_NAVIGATION
freezes,1,Negative,MAPS_AND_NAVIGATION
planes,1,Negative,MAPS_AND_NAVIGATION
zoom,1,Negative,MAPS_AND_NAVIGATION
across,1,Negative,MAPS_AND_NAVIGATION
mph,1,Negative,MAPS_AND_NAVIGATION
dead,1,Negative,MAPS_AND_NAVIGATION
stopped,1,Negative,MAPS_AND_NAVIGATION
3d,1,Negative,MAPS_AND_NAVIGATION
cool,1,Negative,MAPS_AND_NAVIGATION
would,1,Negative,MAPS_AND_NAVIGATION
stop,1,Negative,MAPS_AND_NAVIGATION
freezing,1,Negative,MAPS_AND_NAVIGATION
seconds,1,Negative,MAPS_AND_NAVIGATION
guess,1,Negative,MAPS_AND_NAVIGATION
ram,1,Negative,MAPS_AND_NAVIGATION
hungry,1,Negative,MAPS_AND_NAVIGATION
using,1,Negative,MAPS_AND_NAVIGATION
s9+,1,Negative,MAPS_AND_NAVIGATION
messing,1,Negative,MAPS_AND_NAVIGATION
side,1,Negative,MAPS_AND_NAVIGATION
note,1,Negative,MAPS_AND_NAVIGATION
thought,1,Negative,MAPS_AND_NAVIGATION
posting,1,Negative,MAPS_AND_NAVIGATION
fake,1,Negative,MAPS_AND_NAVIGATION
reviews,1,Negative,MAPS_AND_NAVIGATION
policy,1,Negative,MAPS_AND_NAVIGATION
user,1,Negative,MAPS_AND_NAVIGATION
gave,1,Negative,MAPS_AND_NAVIGATION
odd,1,Negative,MAPS_AND_NAVIGATION
that's,1,Negative,MAPS_AND_NAVIGATION
observation,1,Negative,MAPS_AND_NAVIGATION
little,1,Negative,MAPS_AND_NAVIGATION
sluggish,1,Negative,MAPS_AND_NAVIGATION
rid,1,Negative,MAPS_AND_NAVIGATION
english,1,Negative,MAPS_AND_NAVIGATION
choose,1,Negative,MAPS_AND_NAVIGATION
korean,1,Negative,MAPS_AND_NAVIGATION
written,1,Negative,MAPS_AND_NAVIGATION
since,1,Negative,MAPS_AND_NAVIGATION
mess,1,Negative,MAPS_AND_NAVIGATION
much,1,Negative,MAPS_AND_NAVIGATION
hard,1,Negative,MAPS_AND_NAVIGATION
broken,1,Negative,MAPS_AND_NAVIGATION
annoying,1,Negative,MAPS_AND_NAVIGATION
ads!,1,Negative,MAPS_AND_NAVIGATION
pubtran,1,Negative,MAPS_AND_NAVIGATION
better,1,Negative,MAPS_AND_NAVIGATION
idos,1,Negative,MAPS_AND_NAVIGATION
months,1,Negative,MAPS_AND_NAVIGATION
use,1,Negative,MAPS_AND_NAVIGATION
started,1,Negative,MAPS_AND_NAVIGATION
appear,1,Negative,MAPS_AND_NAVIGATION
moving,1,Negative,MAPS_AND_NAVIGATION
competition,1,Negative,MAPS_AND_NAVIGATION
web,1,Negative,MAPS_AND_NAVIGATION
application,1,Negative,MAPS_AND_NAVIGATION
something,1,Negative,MAPS_AND_NAVIGATION
week,1,Negative,MAPS_AND_NAVIGATION
see,1,Negative,MAPS_AND_NAVIGATION
anything,1,Negative,MAPS_AND_NAVIGATION
displayed,1,Negative,MAPS_AND_NAVIGATION
uninstalled,1,Negative,MAPS_AND_NAVIGATION
reinstall,1,Negative,MAPS_AND_NAVIGATION
several,1,Negative,MAPS_AND_NAVIGATION
know,1,Negative,MAPS_AND_NAVIGATION
tq,1,Negative,MAPS_AND_NAVIGATION
lock,1,Negative,MAPS_AND_NAVIGATION
subscription,1,Negative,MAPS_AND_NAVIGATION
week!,1,Negative,MAPS_AND_NAVIGATION
problem,1,Negative,MAPS_AND_NAVIGATION
need,1,Negative,MAPS_AND_NAVIGATION
movements,1,Negative,MAPS_AND_NAVIGATION
single,1,Negative,MAPS_AND_NAVIGATION
attend,1,Negative,MAPS_AND_NAVIGATION
update!,1,Negative,MAPS_AND_NAVIGATION
movement,1,Negative,MAPS_AND_NAVIGATION
boat,1,Negative,MAPS_AND_NAVIGATION
following,1,Negative,MAPS_AND_NAVIGATION
even,1,Negative,MAPS_AND_NAVIGATION
though,1,Negative,MAPS_AND_NAVIGATION
vessel,1,Negative,MAPS_AND_NAVIGATION
position,1,Negative,MAPS_AND_NAVIGATION
hours,1,Negative,MAPS_AND_NAVIGATION
old,1,Negative,MAPS_AND_NAVIGATION
delays,1,Negative,MAPS_AND_NAVIGATION
loading,1,Negative,MAPS_AND_NAVIGATION
information,1,Negative,MAPS_AND_NAVIGATION
ship,1,Negative,MAPS_AND_NAVIGATION
always,1,Negative,MAPS_AND_NAVIGATION
display,1,Negative,MAPS_AND_NAVIGATION
paid,1,Negative,MAPS_AND_NAVIGATION
premium,1,Negative,MAPS_AND_NAVIGATION
version,1,Negative,MAPS_AND_NAVIGATION
regularly,1,Negative,MAPS_AND_NAVIGATION
boats,1,Negative,MAPS_AND_NAVIGATION
loses,1,Negative,MAPS_AND_NAVIGATION
vessels,1,Negative,MAPS_AND_NAVIGATION
ais,1,Negative,MAPS_AND_NAVIGATION
sync,1,Negative,MAPS_AND_NAVIGATION
well,5,Neutral,MAPS_AND_NAVIGATION
see,5,Neutral,MAPS_AND_NAVIGATION
fix,4,Neutral,MAPS_AND_NAVIGATION
works,3,Neutral,MAPS_AND_NAVIGATION
using,3,Neutral,MAPS_AND_NAVIGATION
english,3,Neutral,MAPS_AND_NAVIGATION
navigation,3,Neutral,MAPS_AND_NAVIGATION
correct,3,Neutral,MAPS_AND_NAVIGATION
like,3,Neutral,MAPS_AND_NAVIGATION
version,3,Neutral,MAPS_AND_NAVIGATION
working,3,Neutral,MAPS_AND_NAVIGATION
ship,3,Neutral,MAPS_AND_NAVIGATION
problem,3,Neutral,MAPS_AND_NAVIGATION
update,3,Neutral,MAPS_AND_NAVIGATION
ads,3,Neutral,MAPS_AND_NAVIGATION
planes,2,Neutral,MAPS_AND_NAVIGATION
even,2,Neutral,MAPS_AND_NAVIGATION
freeze,2,Neutral,MAPS_AND_NAVIGATION
change,2,Neutral,MAPS_AND_NAVIGATION
use,2,Neutral,MAPS_AND_NAVIGATION
name,2,Neutral,MAPS_AND_NAVIGATION
displayed,2,Neutral,MAPS_AND_NAVIGATION
can't,2,Neutral,MAPS_AND_NAVIGATION
show,2,Neutral,MAPS_AND_NAVIGATION
time,2,Neutral,MAPS_AND_NAVIGATION
web,2,Neutral,MAPS_AND_NAVIGATION
need,2,Neutral,MAPS_AND_NAVIGATION
3days,2,Neutral,MAPS_AND_NAVIGATION
install,2,Neutral,MAPS_AND_NAVIGATION
waiting,2,Neutral,MAPS_AND_NAVIGATION
showing,2,Neutral,MAPS_AND_NAVIGATION
date,2,Neutral,MAPS_AND_NAVIGATION
map,2,Neutral,MAPS_AND_NAVIGATION
remove,2,Neutral,MAPS_AND_NAVIGATION
issues,2,Neutral,MAPS_AND_NAVIGATION
car,2,Neutral,MAPS_AND_NAVIGATION
work,2,Neutral,MAPS_AND_NAVIGATION
would,2,Neutral,MAPS_AND_NAVIGATION
stop,1,Neutral,MAPS_AND_NAVIGATION
flying,1,Neutral,MAPS_AND_NAVIGATION
though,1,Neutral,MAPS_AND_NAVIGATION
landed,1,Neutral,MAPS_AND_NAVIGATION
cannot,1,Neutral,MAPS_AND_NAVIGATION
flight,1,Neutral,MAPS_AND_NAVIGATION
information,1,Neutral,MAPS_AND_NAVIGATION
waypoint,1,Neutral,MAPS_AND_NAVIGATION
phone,1,Neutral,MAPS_AND_NAVIGATION
hangul,1,Neutral,MAPS_AND_NAVIGATION
everything,1,Neutral,MAPS_AND_NAVIGATION
changed,1,Neutral,MAPS_AND_NAVIGATION
updating,1,Neutral,MAPS_AND_NAVIGATION
also,1,Neutral,MAPS_AND_NAVIGATION
mixed,1,Neutral,MAPS_AND_NAVIGATION
hope,1,Neutral,MAPS_AND_NAVIGATION
language,1,Neutral,MAPS_AND_NAVIGATION
thank,1,Neutral,MAPS_AND_NAVIGATION
recommandable,1,Neutral,MAPS_AND_NAVIGATION
recommended,1,Neutral,MAPS_AND_NAVIGATION
turns,1,Neutral,MAPS_AND_NAVIGATION
immediately,1,Neutral,MAPS_AND_NAVIGATION
opened,1,Neutral,MAPS_AND_NAVIGATION
suddenly,1,Neutral,MAPS_AND_NAVIGATION
building,1,Neutral,MAPS_AND_NAVIGATION
range,1,Neutral,MAPS_AND_NAVIGATION
g4,1,Neutral,MAPS_AND_NAVIGATION
uses,1,Neutral,MAPS_AND_NAVIGATION
alot,1,Neutral,MAPS_AND_NAVIGATION
data,1,Neutral,MAPS_AND_NAVIGATION
socks,1,Neutral,MAPS_AND_NAVIGATION
zoshi,1,Neutral,MAPS_AND_NAVIGATION
singing,1,Neutral,MAPS_AND_NAVIGATION
vixen,1,Neutral,MAPS_AND_NAVIGATION
daily,1,Neutral,MAPS_AND_NAVIGATION
miss,1,Neutral,MAPS_AND_NAVIGATION
couple,1,Neutral,MAPS_AND_NAVIGATION
connections,1,Neutral,MAPS_AND_NAVIGATION
figure,1,Neutral,MAPS_AND_NAVIGATION
list,1,Neutral,MAPS_AND_NAVIGATION
search,1,Neutral,MAPS_AND_NAVIGATION
properly,1,Neutral,MAPS_AND_NAVIGATION
designed,1,Neutral,MAPS_AND_NAVIGATION
applications,1,Neutral,MAPS_AND_NAVIGATION
allow,1,Neutral,MAPS_AND_NAVIGATION
downloading,1,Neutral,MAPS_AND_NAVIGATION
user-selected,1,Neutral,MAPS_AND_NAVIGATION
timetables,1,Neutral,MAPS_AND_NAVIGATION
offline,1,Neutral,MAPS_AND_NAVIGATION
mode,1,Neutral,MAPS_AND_NAVIGATION
paid,1,Neutral,MAPS_AND_NAVIGATION
occurred,1,Neutral,MAPS_AND_NAVIGATION
application,1,Neutral,MAPS_AND_NAVIGATION
showed,1,Neutral,MAPS_AND_NAVIGATION
different,1,Neutral,MAPS_AND_NAVIGATION
bus,1,Neutral,MAPS_AND_NAVIGATION
superi,1,Neutral,MAPS_AND_NAVIGATION
czech,1,Neutral,MAPS_AND_NAVIGATION
helps,1,Neutral,MAPS_AND_NAVIGATION
lot,1,Neutral,MAPS_AND_NAVIGATION
always,1,Neutral,MAPS_AND_NAVIGATION
find,1,Neutral,MAPS_AND_NAVIGATION
reliable!,1,Neutral,MAPS_AND_NAVIGATION
bohemia,1,Neutral,MAPS_AND_NAVIGATION
tourists,1,Neutral,MAPS_AND_NAVIGATION
must,1,Neutral,MAPS_AND_NAVIGATION
short,1,Neutral,MAPS_AND_NAVIGATION
periods,1,Neutral,MAPS_AND_NAVIGATION
worked,1,Neutral,MAPS_AND_NAVIGATION
withing,1,Neutral,MAPS_AND_NAVIGATION
properlyevery,1,Neutral,MAPS_AND_NAVIGATION
saw,1,Neutral,MAPS_AND_NAVIGATION
seen,1,Neutral,MAPS_AND_NAVIGATION
info,1,Neutral,MAPS_AND_NAVIGATION
uninstall,1,Neutral,MAPS_AND_NAVIGATION
samei,1,Neutral,MAPS_AND_NAVIGATION
something,1,Neutral,MAPS_AND_NAVIGATION
wrong,1,Neutral,MAPS_AND_NAVIGATION
actually,1,Neutral,MAPS_AND_NAVIGATION
latest,1,Neutral,MAPS_AND_NAVIGATION
vessel,1,Neutral,MAPS_AND_NAVIGATION
plz,1,Neutral,MAPS_AND_NAVIGATION
soul,1,Neutral,MAPS_AND_NAVIGATION
since,1,Neutral,MAPS_AND_NAVIGATION
used,1,Neutral,MAPS_AND_NAVIGATION
recently,1,Neutral,MAPS_AND_NAVIGATION
"""findship""",1,Neutral,MAPS_AND_NAVIGATION
"""huawei",1,Neutral,MAPS_AND_NAVIGATION
y7,1,Neutral,MAPS_AND_NAVIGATION
"primo""",1,Neutral,MAPS_AND_NAVIGATION
"""google",1,Neutral,MAPS_AND_NAVIGATION
play,1,Neutral,MAPS_AND_NAVIGATION
services,1,Neutral,MAPS_AND_NAVIGATION
"uploading""",1,Neutral,MAPS_AND_NAVIGATION
pls,1,Neutral,MAPS_AND_NAVIGATION
help,1,Neutral,MAPS_AND_NAVIGATION
greatbut,1,Neutral,MAPS_AND_NAVIGATION
reason,1,Neutral,MAPS_AND_NAVIGATION
ships,1,Neutral,MAPS_AND_NAVIGATION
today,1,Neutral,MAPS_AND_NAVIGATION
6/5i,1,Neutral,MAPS_AND_NAVIGATION
checked,1,Neutral,MAPS_AND_NAVIGATION
settings,1,Neutral,MAPS_AND_NAVIGATION
cant,1,Neutral,MAPS_AND_NAVIGATION
anchored,1,Neutral,MAPS_AND_NAVIGATION
notyou,1,Neutral,MAPS_AND_NAVIGATION
detailsno,1,Neutral,MAPS_AND_NAVIGATION
anchor,1,Neutral,MAPS_AND_NAVIGATION
icon!pls,1,Neutral,MAPS_AND_NAVIGATION
fix!thanks,1,Neutral,MAPS_AND_NAVIGATION
delay,1,Neutral,MAPS_AND_NAVIGATION
eta,1,Neutral,MAPS_AND_NAVIGATION
chantes,1,Neutral,MAPS_AND_NAVIGATION
days,1,Neutral,MAPS_AND_NAVIGATION
love,85,Positive,BOOKS_AND_REFERENCE
great,76,Positive,BOOKS_AND_REFERENCE
books,68,Positive,BOOKS_AND_REFERENCE
good,65,Positive,BOOKS_AND_REFERENCE
kindle,61,Positive,BOOKS_AND_REFERENCE
read,57,Positive,BOOKS_AND_REFERENCE
best,52,Positive,BOOKS_AND_REFERENCE
book,48,Positive,BOOKS_AND_REFERENCE
reading,46,Positive,BOOKS_AND_REFERENCE
update,45,Positive,BOOKS_AND_REFERENCE
like,43,Positive,BOOKS_AND_REFERENCE
reader,39,Positive,BOOKS_AND_REFERENCE
would,39,Positive,BOOKS_AND_REFERENCE
much,33,Positive,BOOKS_AND_REFERENCE
bible,33,Positive,BOOKS_AND_REFERENCE
time,32,Positive,BOOKS_AND_REFERENCE
can't,32,Positive,BOOKS_AND_REFERENCE
easy,30,Positive,BOOKS_AND_REFERENCE
version,30,Positive,BOOKS_AND_REFERENCE
new,30,Positive,BOOKS_AND_REFERENCE
full,28,Positive,BOOKS_AND_REFERENCE
phone,27,Positive,BOOKS_AND_REFERENCE
also,27,Positive,BOOKS_AND_REFERENCE
using,27,Positive,BOOKS_AND_REFERENCE
sd,26,Positive,BOOKS_AND_REFERENCE
want,25,Positive,BOOKS_AND_REFERENCE
review,25,Positive,BOOKS_AND_REFERENCE
even,25,Positive,BOOKS_AND_REFERENCE
nice,24,Positive,BOOKS_AND_REFERENCE
many,23,Positive,BOOKS_AND_REFERENCE
find,22,Positive,BOOKS_AND_REFERENCE
every,22,Positive,BOOKS_AND_REFERENCE
page,22,Positive,BOOKS_AND_REFERENCE
useful,21,Positive,BOOKS_AND_REFERENCE
card,21,Positive,BOOKS_AND_REFERENCE
store,21,Positive,BOOKS_AND_REFERENCE
used,21,Positive,BOOKS_AND_REFERENCE
screen,21,Positive,BOOKS_AND_REFERENCE
see,20,Positive,BOOKS_AND_REFERENCE
ebook,19,Positive,BOOKS_AND_REFERENCE
back,19,Positive,BOOKS_AND_REFERENCE
add,19,Positive,BOOKS_AND_REFERENCE
free,19,Positive,BOOKS_AND_REFERENCE
better,18,Positive,BOOKS_AND_REFERENCE
able,18,Positive,BOOKS_AND_REFERENCE
thanks,18,Positive,BOOKS_AND_REFERENCE
amazing,18,Positive,BOOKS_AND_REFERENCE
family,18,Positive,BOOKS_AND_REFERENCE
use,17,Positive,BOOKS_AND_REFERENCE
option,17,Positive,BOOKS_AND_REFERENCE
need,17,Positive,BOOKS_AND_REFERENCE
could,17,Positive,BOOKS_AND_REFERENCE
well,16,Positive,BOOKS_AND_REFERENCE
go,16,Positive,BOOKS_AND_REFERENCE
thank,16,Positive,BOOKS_AND_REFERENCE
word,16,Positive,BOOKS_AND_REFERENCE
fix,16,Positive,BOOKS_AND_REFERENCE
access,16,Positive,BOOKS_AND_REFERENCE
years,16,Positive,BOOKS_AND_REFERENCE
works,15,Positive,BOOKS_AND_REFERENCE
helpful,15,Positive,BOOKS_AND_REFERENCE
amazon,15,Positive,BOOKS_AND_REFERENCE
work,15,Positive,BOOKS_AND_REFERENCE
open,14,Positive,BOOKS_AND_REFERENCE
lot,14,Positive,BOOKS_AND_REFERENCE
help,14,Positive,BOOKS_AND_REFERENCE
problem,14,Positive,BOOKS_AND_REFERENCE
stars,14,Positive,BOOKS_AND_REFERENCE
words,14,Positive,BOOKS_AND_REFERENCE
android,13,Positive,BOOKS_AND_REFERENCE
unlimited,13,Positive,BOOKS_AND_REFERENCE
perfect,13,Positive,BOOKS_AND_REFERENCE
return,13,Positive,BOOKS_AND_REFERENCE
storage,13,Positive,BOOKS_AND_REFERENCE
